face_id,image_path,crop_path,x,y,w,h,embedding
00000000,D:\Program Files\weddinggrominghomeprewhan\WEDDING\1.jpg,faces_out\crops\00000000.jpg,488,849,201,266,"[0.16527912020683289, -0.04933089017868042, -1.3258473873138428, 0.38474297523498535, -1.393713116645813, 0.7301645278930664, 1.091990351676941, -0.45924755930900574, -2.0443131923675537, 0.4834929406642914, 0.0883466973900795, -0.7948901653289795, 0.629132091999054, -0.8340190649032593, -0.7610689401626587, 1.1914526224136353, 0.3863582909107208, 0.8350715637207031, 0.4970519542694092, -0.3926660120487213, 1.3005236387252808, -0.248546302318573, -0.5096968412399292, 0.03613036870956421, 0.41449111700057983, 0.035721585154533386, -0.2144133299589157, -0.2284514307975769, -0.38131260871887207, 0.805206298828125, 0.6474171280860901, -1.2599496841430664, 0.5096374750137329, -0.17914998531341553, 0.950692892074585, 1.4566656351089478, -0.04488199204206467, -0.2662983238697052, -1.2090226411819458, -0.37284520268440247, -0.08592197299003601, -0.10031989216804504, 0.49893662333488464, 0.1657496690750122, -0.09847290813922882, 0.04437465965747833, 1.0517256259918213, 0.657151997089386, -0.6844906806945801, 0.12063602358102798, 1.3599236011505127, 2.1734933853149414, 0.3986816108226776, -0.7547587156295776, -0.633476197719574, 0.5848637819290161, -0.6196708679199219, -0.5148115158081055, 1.0235397815704346, -1.866355538368225, -0.4013306498527527, -0.7960666418075562, -0.8869931101799011, 0.10429426282644272, -1.0938024520874023, -1.3446451425552368, -0.26058316230773926, -1.1684858798980713, 0.33524090051651, 0.6128687262535095, 1.2170240879058838, 0.13945354521274567, -1.4257739782333374, -0.911228597164154, 0.48697811365127563, -0.7732831239700317, -0.5319346189498901, -0.6840047240257263, 0.4185416102409363, 1.181467056274414, -0.9871475100517273, -0.8327416777610779, -1.6917964220046997, 0.6893396377563477, -0.055801503360271454, 1.3633636236190796, 1.3654134273529053, -0.8187787532806396, 0.05823638290166855, -0.5965467095375061, -0.13040485978126526, 0.9736689925193787, 2.1995787620544434, 1.915344476699829, -1.026219129562378, -0.819144070148468, 0.6942161917686462, 0.2302992045879364, -0.8948802351951599, -0.2173459231853485, 0.3720471262931824, 0.653293251991272, -0.3279030919075012, -0.46563199162483215, -0.3431813716888428, -2.574455499649048, -1.1042312383651733, -1.7424346208572388, 0.18501435220241547, -0.573285698890686, 0.30720338225364685, -0.3330880403518677, -1.1680569648742676, 0.3409375548362732, 0.6202703714370728, 2.431276798248291, 1.2911803722381592, 0.8597041368484497, 0.1509999930858612, 0.10081925988197327, -0.23597800731658936, -1.3159726858139038, 1.2296266555786133, -1.4633562564849854, -1.0120311975479126, -0.3847559690475464, 0.9691900014877319, -1.317022681236267, 1.1681432723999023, 0.8134192824363708, 0.026109661906957626, -0.08832952380180359, -0.04668889939785004, -0.28487101197242737, 0.11517899483442307, -0.9667595624923706, -1.0104058980941772, 0.580672025680542, -1.100099802017212, 1.364158272743225, -0.31563785672187805, 2.5980985164642334, -0.6807155013084412, -0.1432463824748993, -1.5198230743408203, -0.05697654187679291, 0.41509050130844116, 0.5993672609329224, -0.3069981336593628, 0.9990808963775635, -0.1400042176246643, 0.6609987616539001, 0.6875590682029724, 0.22661744058132172, -0.5352261662483215, -0.16164091229438782, 0.4314911961555481, -0.20249336957931519, -0.2866746187210083, 0.10826943814754486, 0.2216244339942932, -2.651705026626587, -0.359584778547287, 0.8755033016204834, -0.938073992729187, 1.0570167303085327, 0.989079475402832, -0.7620829939842224, -0.5408627390861511, -0.010099134407937527, 0.0409809947013855, -0.35262641310691833, -0.4730824828147888, -0.08126808702945709, -0.3269357681274414, -1.09453547000885, 0.47809815406799316, -0.8783853054046631, -0.21318046748638153, 0.31944334506988525, -1.6814212799072266, -1.4275970458984375, 0.6715130805969238, -0.9795305728912354, -1.025550365447998, 0.8525203466415405, 1.0870760679244995, 1.0392624139785767, -0.4061935245990753, -0.163606658577919, 0.14092223346233368, -0.5665232539176941, 0.5526973009109497, -0.899352490901947, 0.28759002685546875, -0.7353782057762146, -0.4579230546951294, -0.3897233307361603, -0.26175346970558167, -0.09082309901714325, -0.25396984815597534, 0.04966774582862854, 0.06719955056905746, 0.34807950258255005, 2.0200095176696777, 0.4701228737831116, -0.2420356720685959, -1.2332556247711182, 1.0758798122406006, 0.9459493160247803, 0.45292019844055176, 0.30685150623321533, -0.789530873298645, 0.8910394310951233, 1.1770224571228027, 1.1625858545303345, -1.599353551864624, -0.34643909335136414, -0.06591111421585083, 1.6680099964141846, 0.9783942103385925, 2.4231207370758057, 0.7998988032341003, 1.2733932733535767, 0.5534615516662598, -0.8802598118782043, -0.20788037776947021, 0.28248363733291626, 0.43867677450180054, -0.2160572111606598, -0.16623832285404205, 0.4698599874973297, 0.2735746502876282, -0.9070589542388916, -1.4859250783920288, -0.11086565256118774, 2.359612464904785, 0.8474069833755493, -1.4154393672943115, 1.1871018409729004, -0.20255786180496216, -1.6181204319000244, -0.9436139464378357, -0.13484488427639008, 0.166273832321167, 0.4622809588909149, 2.462686061859131, -1.2698570489883423, -1.5366857051849365, 0.6639453768730164, 0.38207903504371643, -1.218191385269165, 0.44147858023643494, 0.8725582957267761, -1.2783066034317017, 0.8900675773620605, 1.4272575378417969, -0.7391921281814575, 0.41507047414779663, -0.41662997007369995, -1.5697582960128784, 0.2674652338027954, 0.4024953842163086, 1.3173301219940186, 1.4876651763916016, -0.9966967105865479, -0.33302444219589233, 0.4853088855743408, 0.2781384289264679, -1.1942232847213745, 1.7039209604263306, 0.8832831978797913, 0.39274489879608154, -0.17574958503246307, -0.39209243655204773, -0.339528352022171, 0.6782624125480652, -0.7022509574890137, 0.9582729935646057, 0.8655913472175598, 1.299079179763794, -1.3839610815048218, 0.37253057956695557, -0.45890313386917114, -0.5547561645507812, -1.0372403860092163, -0.46531689167022705, 1.3302918672561646, -0.8195401430130005, -2.142030715942383, 0.7707552909851074, -0.018070578575134277, -0.6930999159812927, -1.1413592100143433, -0.547945499420166, -1.210798740386963, 2.0310933589935303, -0.2950066328048706, -1.0507134199142456, -0.17910423874855042, 0.12969183921813965, -0.5231214761734009, -0.034317292273044586, 0.6865812540054321, 1.839134693145752, 0.004962487146258354, -0.22901256382465363, -0.12738394737243652, 1.3428022861480713, -0.016810916364192963, -0.1659507006406784, -0.73818039894104, 0.6132806539535522, -0.03791794553399086, -1.5814162492752075, 1.5278087854385376, -1.0166163444519043, -0.788365364074707, -0.02319301664829254, 1.1950572729110718, -0.26828745007514954, -2.224151611328125, 1.3579370975494385, -2.4924371242523193, 0.9339361190795898, -0.06145031750202179, 0.8280900120735168, 2.7997326850891113, -1.2596848011016846, -0.44046750664711, 1.1880661249160767, -0.2022034227848053, 0.8534941673278809, 0.8796318769454956, -0.0068694837391376495, 1.4366393089294434, 0.5059702396392822, 0.08580861985683441, 1.8213814496994019, -0.4511655867099762, -0.5917538404464722, -2.2604055404663086, -0.014137785881757736, 1.099799394607544, -0.40430518984794617, 0.8177119493484497, 0.8450899124145508, 1.0084052085876465, 0.39473757147789, 1.395033836364746, 0.5791870355606079, -0.4835379123687744, 2.0791239738464355, 0.8342725038528442, 0.020153477787971497, -0.7205324172973633, 0.7863268256187439, 0.7293960452079773, 1.1205981969833374, 0.17033743858337402, 0.5629459023475647, 1.9128576517105103, 1.8954203128814697, -0.601800799369812, -2.3867244720458984, 0.1360437124967575, 0.4363892078399658, -2.8306055068969727, 0.03535239398479462, -0.8120109438896179, -0.7981451749801636, 0.9516528248786926, 0.3403182327747345, -1.6077380180358887, -1.885475516319275, -0.08099152147769928, 0.7790929079055786, 1.7011903524398804, 0.32056665420532227, -0.2879320979118347, 0.6709725260734558, -0.7866603136062622, 1.4048079252243042, 1.5936781167984009, 3.0269389152526855, 1.2803094387054443, -0.39731577038764954, -0.5963503122329712, -0.4599995017051697, -0.4430457353591919, 1.3557188510894775, 0.2549225091934204, -0.337630957365036, 2.297853946685791, 0.8813080191612244, 0.277854323387146, -0.21471315622329712, -0.6544286608695984, 0.9453458189964294, 0.41063815355300903, 0.8227226138114929, -1.4975942373275757, 2.138486385345459, -0.8236646056175232, -2.0495662689208984, -0.2735181152820587, 0.07087256759405136, -0.19004282355308533, -0.40017589926719666, -0.46577247977256775, 0.3963063955307007, 1.0759963989257812, 0.3844931721687317, 0.335002601146698, 0.9340313673019409, 1.0634385347366333, 0.14700110256671906, -1.624292254447937, 0.684390127658844, -0.35811662673950195, 1.3383450508117676, -1.295353651046753, 0.3373783826828003, -2.8860461711883545, -0.7189548015594482, 0.07202942669391632, -1.153739333152771, -0.8229815363883972, 2.5721256732940674, 0.7386866211891174, 0.4527518153190613, 0.6444448828697205, 0.35161277651786804, -0.5257494449615479, 0.7005406618118286, -0.48289307951927185, 0.38593778014183044, -0.5165457129478455, 1.5133931636810303, -0.8004733324050903, 0.1249239444732666, -0.9624186158180237, 0.5642119646072388, -1.2587825059890747, -1.3859713077545166, -0.545383095741272, -1.321496844291687, -1.5274523496627808, 0.550357460975647, 0.6083894968032837, -0.47557371854782104, 1.1965430974960327, 0.15650157630443573, -0.027604468166828156, 1.9576562643051147, 1.1782649755477905, 1.003989815711975, 1.6370892524719238, -0.07133223861455917, 0.09163737297058105, 0.2678971588611603, -0.6813734173774719, -1.2142467498779297, 0.7522005438804626, -1.7414189577102661, -0.15532901883125305, -1.465749979019165, 0.2575162947177887, -0.5970657467842102, -1.4685916900634766, 0.406376451253891, 1.1975682973861694, 0.3590447008609772, 0.10668731480836868, -1.3168950080871582, 0.21329496800899506, -0.5853074789047241, -0.13249433040618896, 0.7953982353210449, -0.7731301188468933, -1.190940499305725, 0.42426592111587524, -0.30473971366882324, -0.49467480182647705, 0.9249027371406555, 0.345377117395401, 0.15756766498088837, -0.7750474810600281, 0.5781868696212769, 0.9722523093223572, -0.23852209746837616, -0.3549937903881073, 0.054236844182014465, 0.01463717594742775, 0.037195853888988495, -0.4216889441013336, -0.0995590016245842, -1.0426146984100342, -0.30904242396354675, 0.6723514199256897, 1.4669337272644043, 0.20798581838607788, -1.8801405429840088, -1.5856519937515259, -1.401611089706421, -1.5310642719268799, -0.968636155128479, 0.18652597069740295, -0.554580807685852, -0.9233341813087463, 0.9181010723114014, -0.7646428346633911]"
00000001,D:\Program Files\weddinggrominghomeprewhan\WEDDING\1.jpg,faces_out\crops\00000001.jpg,765,911,201,268,"[-1.6606892347335815, -0.8381741046905518, 1.1704692840576172, 0.8538076281547546, -0.5770649909973145, 0.056511733680963516, -1.2440561056137085, 1.4752142429351807, -0.1834241896867752, 0.05729646235704422, 1.4906718730926514, 0.8929314017295837, -1.1477245092391968, -0.6891432404518127, -0.23955054581165314, -0.10823582112789154, 0.10132825374603271, -0.21567150950431824, -1.4739054441452026, -0.9720423221588135, 0.8677841424942017, -0.5375552773475647, 1.009432315826416, -0.35377058386802673, -1.8612946271896362, -0.20310497283935547, 0.28458231687545776, 1.6661713123321533, -1.1669877767562866, -1.5981966257095337, 0.7170325517654419, -0.758883535861969, -0.987554669380188, 0.21416957676410675, -1.435250997543335, -2.057016134262085, -0.3629976511001587, -0.393364280462265, 1.3237905502319336, 0.013696100562810898, 0.13851694762706757, 1.0669723749160767, -1.7385817766189575, 1.1917155981063843, 1.379135012626648, -1.2564798593521118, 0.8731352686882019, 1.4324122667312622, 1.291925072669983, 0.41251030564308167, 0.30256420373916626, -1.728161334991455, -0.9565356969833374, 0.2570563852787018, -1.0405586957931519, -2.4339756965637207, -0.4122215509414673, -1.871307373046875, -0.17950910329818726, -1.243573784828186, 0.3467566967010498, 1.2532217502593994, 0.15304043889045715, 1.093058705329895, 1.6252681016921997, -0.3219960331916809, 0.08976087719202042, 0.4366679787635803, -0.09027695655822754, 1.1827131509780884, 0.8089416027069092, -0.9593099355697632, -0.7101818323135376, 1.5133687257766724, 0.8567674160003662, -1.7457160949707031, 0.17613396048545837, 2.1201722621917725, 0.08992913365364075, 1.1078016757965088, -0.6831344366073608, 2.406766176223755, 1.5388309955596924, 0.48649007081985474, 1.276013731956482, 1.231237769126892, 1.2663836479187012, -0.6279085278511047, 0.42145824432373047, 0.24182140827178955, 0.21987083554267883, 0.2072744071483612, -0.48887595534324646, -0.5512656569480896, -0.16675232350826263, 0.8866406083106995, 0.6932767629623413, -0.644019365310669, -0.6110373139381409, -0.94181227684021, -0.7100054025650024, -2.249236583709717, -0.5499560832977295, -1.857321858406067, 0.334346204996109, 1.0310899019241333, 0.3956927955150604, 0.26802244782447815, 0.4294762909412384, -0.23084509372711182, 0.03006627783179283, 2.6741385459899902, -1.307841420173645, 2.254554510116577, 2.685971736907959, -1.6496460437774658, -0.06853660941123962, -0.5810791850090027, -1.1824119091033936, 0.41805124282836914, -2.178032398223877, 0.9251258969306946, 1.5247797966003418, 0.21277710795402527, 3.0285165309906006, 1.5385178327560425, 0.4238155782222748, -1.5240412950515747, 1.5350762605667114, 0.2882276177406311, -0.7774117588996887, 2.1311216354370117, 0.4265068769454956, 1.183563232421875, -0.10644745826721191, 1.7662054300308228, 0.5571339130401611, -0.687905490398407, 1.3789223432540894, -0.6637681126594543, -0.6498538255691528, -1.0343959331512451, 1.3705977201461792, -0.8162594437599182, -0.9150530695915222, -0.36552882194519043, 1.6412875652313232, 0.9999608993530273, 0.5145291686058044, -1.2595866918563843, 1.4061977863311768, 0.7687329649925232, -0.8538180589675903, -0.39148059487342834, -0.049872025847435, 0.8561909794807434, -1.3143250942230225, 0.45824387669563293, -0.6712239980697632, -1.0242209434509277, -0.056437332183122635, 0.9837166666984558, 0.8763730525970459, 1.621385931968689, 0.5347411632537842, -1.3996111154556274, 0.5969464778900146, 0.23301666975021362, -1.0193195343017578, -0.1738722175359726, -0.187392920255661, 0.7984938025474548, -0.5040513277053833, -1.8076704740524292, -1.3092398643493652, 0.7744686603546143, -0.7571506500244141, -0.5631159543991089, -0.6673091053962708, -0.10270325839519501, 0.0020340383052825928, -0.3813164234161377, -0.942520260810852, 0.35386377573013306, 1.332507610321045, -0.9872878789901733, -1.1423313617706299, 0.2778165340423584, -0.6847394704818726, 1.3354206085205078, -0.6374623775482178, 0.18765658140182495, -1.3559409379959106, 0.9323794841766357, 0.801144003868103, 0.6350262761116028, 0.4770740866661072, 1.100954294204712, 1.0919489860534668, 0.14440396428108215, 0.6597887873649597, -0.43101298809051514, -1.3816800117492676, 0.16736330091953278, -1.1294398307800293, -1.71038818359375, -0.48188307881355286, 1.0716025829315186, 1.3914138078689575, 0.03541357442736626, -0.1202487200498581, 0.7674487233161926, 0.255911648273468, -0.3927241563796997, -1.8732308149337769, -0.22874167561531067, 0.24518510699272156, 0.3318849205970764, 0.4078895151615143, -1.109544277191162, -1.5515556335449219, -0.7394524812698364, 0.7651824951171875, 0.7954224348068237, 0.02090613543987274, 1.693794846534729, -0.9160090684890747, 0.3400614261627197, -1.125909447669983, -0.9093443155288696, -0.24769312143325806, -2.3197169303894043, 1.8484468460083008, -0.25886738300323486, -0.3131577670574188, -0.92337965965271, 1.1752128601074219, -0.015241183340549469, 0.013388477265834808, -1.9763309955596924, 0.40087267756462097, 0.5423669815063477, -0.736975908279419, -0.9290392398834229, -0.7221176028251648, 0.6159123182296753, 0.9400691986083984, -0.7048572897911072, 1.706756353378296, 0.4164777100086212, 0.4347181022167206, 1.4228123426437378, -0.14595383405685425, -0.24699053168296814, 0.33519190549850464, -2.0305025577545166, 0.3566061854362488, -0.5820486545562744, 1.0305631160736084, 0.4380059540271759, 0.3986909091472626, -1.6678364276885986, 0.42568084597587585, 0.6825189590454102, -1.6329445838928223, 0.8509558439254761, 1.064465880393982, -1.8762843608856201, 0.02331031858921051, -0.8272778987884521, 1.0385569334030151, -1.1497617959976196, -1.8927730321884155, 1.4250304698944092, 0.6011717915534973, -0.08314871042966843, 0.33058786392211914, -1.3064405918121338, -0.9542690515518188, -0.35387325286865234, 1.9792932271957397, 0.21765437722206116, 0.5386993885040283, -0.9494758248329163, 1.5347853899002075, -1.475083589553833, 1.0271291732788086, -0.4708190858364105, -0.9329842329025269, 0.6075513958930969, -0.18644925951957703, 0.14042887091636658, 1.050338864326477, 0.6219566464424133, -0.1302470564842224, 0.7961201667785645, 0.7756764888763428, -0.5287932753562927, 0.9765468239784241, 1.1517434120178223, 1.4506539106369019, 0.8081694841384888, 0.7929157018661499, -0.1463811844587326, 0.040536995977163315, 0.1493859887123108, 0.067097507417202, 0.0869445726275444, 0.4281030595302582, 0.5324207544326782, -0.5510942935943604, 0.24107860028743744, -0.07422086596488953, 2.412977695465088, 0.0346209779381752, -0.17922696471214294, -0.3888964354991913, -1.1062414646148682, -2.4558982849121094, -1.7942355871200562, 0.4751160144805908, 0.15091152489185333, 0.08512572944164276, -1.6851516962051392, -0.5748789310455322, 0.14935371279716492, -0.2724647521972656, 0.6626245975494385, 2.0305256843566895, -0.2853502035140991, -1.8015793561935425, 0.4346049427986145, -0.0803174152970314, 1.0319870710372925, 0.920419454574585, -0.03149649500846863, -0.9413855075836182, 2.0979418754577637, -2.904541492462158, -0.05644126981496811, -1.4098570346832275, 2.1539387702941895, 0.8285338282585144, -0.42347750067710876, 0.635377824306488, -0.2912514805793762, -0.551658034324646, -2.0168657302856445, 0.04394563287496567, 1.3967809677124023, 1.9681626558303833, -0.5963811278343201, 0.6732116937637329, 0.47058188915252686, 0.7253537178039551, 0.764679491519928, 0.3639701306819916, -0.38152021169662476, 1.3623344898223877, 2.4275643825531006, 1.6025446653366089, 1.9392086267471313, -0.03446068614721298, 0.4796375632286072, 0.30955472588539124, -0.31767556071281433, 0.3789539933204651, 1.1762948036193848, -0.9828579425811768, 0.4470389783382416, -0.5705491900444031, -1.9022568464279175, 1.5222722291946411, 1.0670535564422607, 1.2288177013397217, 1.6043308973312378, 0.9992966651916504, 0.48175737261772156, 0.3875468969345093, -0.4338972270488739, 0.3689739406108856, -0.7295730113983154, -0.787125289440155, 0.08125261962413788, 0.961849570274353, 1.5103708505630493, -0.7573277354240417, 0.8834576606750488, -0.8771206140518188, -0.5650894045829773, 1.370702862739563, 0.17113597691059113, 1.2484699487686157, 0.3660297095775604, 0.6850357055664062, -2.039155960083008, 1.279549241065979, -0.914391040802002, 1.844826102256775, 0.5444637537002563, -0.15974439680576324, 1.3278661966323853, 0.6343672275543213, 0.7732365727424622, -0.7564508318901062, 0.02166306972503662, 2.599818229675293, 0.6536530256271362, -0.3732967674732208, 3.198183536529541, 1.8375335931777954, 1.6419389247894287, 1.7772531509399414, 0.0196242593228817, -0.5613111257553101, 0.08708849549293518, 0.5614116787910461, -0.6984501481056213, 0.15045064687728882, -0.7592777013778687, 1.0989909172058105, -0.3653256893157959, 0.6612979769706726, 1.3328057527542114, -0.6605817079544067, -0.9628026485443115, -2.0087790489196777, -0.4037640392780304, 2.2820048332214355, -1.8420276641845703, 0.0763399675488472, -0.5017786026000977, 0.7817434072494507, 0.17753121256828308, 0.843421459197998, -1.0651742219924927, 0.5573685169219971, 1.0397813320159912, 0.9884111881256104, -0.664522111415863, 0.8641630411148071, -0.803742527961731, -1.1688587665557861, -2.406935453414917, -0.8565306663513184, 0.35650214552879333, 0.6494570970535278, -1.0278629064559937, 0.22230415046215057, -1.4100703001022339, 0.17387017607688904, -0.07607705891132355, -0.9633181691169739, 0.621060311794281, 1.349936842918396, 0.11726407706737518, -1.0063323974609375, 0.6035251617431641, 0.8443800210952759, -1.0888936519622803, 2.159167528152466, -1.2741025686264038, 1.1993176937103271, 1.6644452810287476, -1.0641342401504517, -2.078887462615967, -0.8566527962684631, 0.06576589494943619, 1.332394003868103, -1.1266088485717773, -0.17024445533752441, 0.6086233854293823, 1.1436017751693726, -0.011642344295978546, -1.5998506546020508, 0.20305415987968445, 0.16438105702400208, 0.25624966621398926, 0.9265279769897461, -0.509790301322937, 2.5500106811523438, 0.18600931763648987, 0.05086758732795715, -1.4604334831237793, 0.24547764658927917, 0.759526789188385, 1.2502057552337646, 1.2272496223449707, -1.1157885789871216, -0.24250741302967072, 0.8607239723205566, -0.13575193285942078, 0.9392184615135193, -1.3792603015899658, 0.6012820601463318, -0.03473237156867981, -0.7864035367965698, 0.06918096542358398, -0.7718507647514343, -0.6221604943275452, 0.39992234110832214, 0.016676153987646103, 0.7241626381874084, 1.0635509490966797, 1.106030821800232, -0.04262154549360275, -0.4837426245212555, 0.8889728784561157, -0.12737548351287842, -1.1820968389511108, -1.590482473373413, -0.0058936625719070435]"
